klucz,age,height_cm,weight_kg,value_eur,overall
00015965,27,184,82,140000,59
00000623,30,176,75,12000000,79
00003912,22,180,78,3400000,71
00009917,23,178,74,725000,65
00006695,24,191,82,1000000,68
00012672,34,193,87,160000,63
00005523,21,181,74,1400000,69
00015980,28,185,76,160000,59
00013684,33,183,74,180000,62
00005824,28,192,85,1100000,69
00001877,34,191,88,2900000,75
00010471,28,190,70,550000,65
00012581,25,172,72,400000,63
00007112,28,183,67,775000,68
00005672,24,191,85,1400000,69
00001449,29,181,80,7500000,76
00005152,31,191,88,1300000,70
00011049,23,185,83,600000,64
00005203,35,182,77,550000,70
00008087,29,185,78,650000,67
00000737,26,187,83,12000000,78
00012948,19,182,69,650000,62
00000452,33,163,61,9000000,80
00000077,24,175,75,47500000,85
00011555,32,173,77,275000,64
00007468,24,172,72,1100000,67
00005276,31,187,83,1100000,70
00006010,33,186,86,500000,69
00011240,24,191,80,600000,64
00009973,25,191,83,650000,65
00010545,28,179,77,475000,65
00003717,29,189,85,2700000,72
00014437,25,178,74,275000,61
00018618,20,173,64,70000,51
00006965,31,188,80,675000,68
00002127,24,187,82,7500000,74
00009465,30,181,78,625000,66
00014154,20,183,82,425000,61
00003332,25,185,80,3700000,72
00006942,34,185,80,325000,68
00011332,25,187,76,525000,64
00013551,27,186,79,325000,62
00003842,21,173,74,3800000,71
00005375,28,182,80,1800000,70
00000024,35,193,92,16000000,88
00009413,27,170,68,675000,66
00014755,19,186,75,425000,60
00005726,24,184,80,1200000,69
00004389,27,173,66,2500000,71
00002497,22,182,78,6000000,73
00013527,25,178,70,350000,62
00017493,18,182,77,160000,55
00004274,29,180,73,2000000,71
00016636,19,177,65,220000,57
00015374,32,182,76,130000,60
00017287,22,182,74,140000,56
00002414,28,188,77,4900000,74
00010503,27,173,67,575000,65
00011111,22,185,91,650000,64
00002878,29,188,80,3400000,73
00004214,33,180,73,1100000,71
00013374,23,177,77,425000,62
00005318,29,187,82,1800000,70
00007260,28,175,70,900000,68
00002696,26,188,83,4300000,73
00007629,23,179,72,925000,67
00011760,27,183,73,475000,64
00010215,27,175,67,575000,65
00009185,31,177,71,475000,66
00013379,24,190,88,375000,62
00003533,31,190,98,2000000,72
00001633,27,193,85,6000000,75
00012786,32,182,75,240000,63
00004098,26,186,80,2500000,71
00011082,21,173,72,600000,64
00008870,24,182,70,850000,66
00007459,22,200,76,1200000,67
00007884,25,163,58,925000,67
00007283,27,170,65,800000,68
00009982,24,175,66,725000,65
00007928,26,184,76,900000,67
00009959,22,191,79,675000,65
00001775,35,185,78,1800000,75
00003361,26,173,70,3200000,72
00002905,27,179,76,4200000,73
00000449,31,191,82,11000000,80
00001305,25,184,76,8000000,76
00008511,23,187,81,1000000,66
00003838,20,173,70,4100000,71
00014495,27,174,72,275000,61
00005090,33,175,72,1100000,70
00011583,31,188,78,325000,64
00006503,21,169,62,1300000,68
00002410,29,186,83,4700000,74
00007083,31,180,76,775000,68
00001820,32,175,73,5000000,75
00007041,31,172,68,775000,68
00009418,31,194,95,575000,66
00000490,27,175,70,13000000,80
00002775,35,178,70,1700000,73
00014231,23,188,76,325000,61
00010483,29,170,65,525000,65
00010496,29,176,76,525000,65
00009400,30,178,75,600000,66
00015821,23,175,64,200000,59
00015207,22,182,72,275000,60
00005164,27,178,75,1800000,70
00002677,25,176,62,5000000,73
00002282,33,178,70,3500000,74
00010050,25,178,70,625000,65
00011418,25,179,75,475000,64
00007541,22,180,75,1100000,67
00013793,40,192,91,30000,62
00000817,34,183,78,5000000,78
00001951,31,189,78,4300000,75
00013792,29,174,70,300000,62
00011556,32,185,72,300000,64
00007808,26,195,93,850000,67
00011570,37,202,98,160000,64
00013327,22,170,62,450000,62
00007202,33,192,80,475000,68
00009293,29,201,94,650000,66
00005104,29,189,75,1500000,70
00007398,21,183,76,1200000,67
00000171,35,185,82,7000000,83
00000011,28,175,69,78000000,90
00001743,25,180,77,8000000,75
00004095,28,191,95,2100000,71
00015792,23,173,68,240000,59
00006872,27,175,68,1000000,68
00015266,23,176,71,275000,60
00012580,24,174,64,450000,63
00013307,24,190,80,350000,62
00010343,36,173,78,190000,65
00017448,29,190,98,90000,56
00015225,25,184,76,200000,60
00004584,23,189,80,2500000,70
00012225,23,175,70,475000,63
00008685,23,180,70,800000,66
00001270,26,187,80,9500000,76
00004102,26,186,82,2500000,71
00014431,26,183,71,300000,61
00001973,28,171,70,6500000,75
00006171,29,179,79,1100000,69
00008119,30,190,83,525000,67
00000326,32,193,87,11000000,81
00009820,22,175,74,800000,65
00000071,25,191,76,49000000,85
00002803,34,191,77,1900000,73
00002416,30,189,84,4600000,74
00007129,28,188,84,775000,68
00009850,23,181,83,675000,65
00009072,28,187,84,625000,66
00009208,35,185,88,300000,66
00010593,28,177,75,550000,65
00004730,23,180,74,2400000,70
00002840,29,194,84,3400000,73
00004949,25,168,84,2100000,70
00003694,29,188,78,2200000,72
00009888,23,173,75,775000,65
00007771,26,177,79,850000,67
00005302,28,188,81,1800000,70
00004099,26,176,70,2500000,71
00000752,28,184,83,10500000,78
00007160,31,176,64,775000,68
00007154,31,187,77,675000,68
00008831,24,184,79,775000,66
00012029,19,166,63,575000,63
00011633,31,184,75,325000,64
00008546,20,182,76,950000,66
00007774,25,175,71,950000,67
00006219,28,184,78,925000,69
00006206,34,183,81,450000,69
00010865,20,181,72,850000,64
00015037,22,183,75,300000,60
00005391,28,187,80,1800000,70
00008266,28,178,67,775000,67
00000628,31,196,89,9500000,79
00007479,23,183,74,1200000,67
00011134,22,182,78,650000,64
00006175,28,183,89,900000,69
00009060,27,181,77,650000,66
00007438,23,179,81,1200000,67
00001828,30,186,90,6500000,75
00003555,34,174,70,1600000,72
00007508,22,185,81,1100000,67
00011349,26,188,86,500000,64
00001659,27,185,88,6000000,75
00001969,33,176,75,3000000,75
00006557,22,185,75,1100000,68
00004734,24,167,66,2400000,70
00001890,30,197,85,4500000,75
00002425,28,170,69,5500000,74
00004449,29,190,88,2000000,71
00016233,20,176,70,240000,58
00013749,28,178,74,325000,62
00005211,28,188,74,1800000,70
00002638,24,178,69,5000000,73
00009779,21,176,67,750000,65
00009388,28,192,84,575000,66
00004031,25,171,79,2700000,71
00009814,22,182,67,725000,65
00009526,27,176,72,675000,66
00005098,29,192,94,1800000,70
00010380,32,186,81,325000,65
00008285,29,186,77,625000,67
00017419,22,170,65,120000,56
00008123,33,184,85,375000,67
00003995,25,187,80,3100000,71
00009515,31,192,81,475000,66
00014648,27,194,83,275000,61
00008009,34,168,60,300000,67
00018464,21,186,77,80000,52
00011273,26,196,89,525000,64
00013965,19,180,75,550000,61
00011195,24,191,79,550000,64
00011132,22,174,70,575000,64
00003492,32,189,80,2500000,72
00012971,18,178,72,625000,62
00004218,33,185,75,1400000,71
00012585,25,178,74,400000,63
00001132,28,180,72,7500000,77
00012960,18,172,64,600000,62
00013745,28,168,68,325000,62
00007727,27,190,82,700000,67
00001118,29,180,71,7500000,77
00003071,20,167,60,6000000,72
00012788,27,179,79,375000,63
00016893,21,177,72,170000,57
00004318,30,193,85,1900000,71
00001151,31,177,76,8000000,77
00001074,30,186,85,8500000,77
00007792,25,180,72,950000,67
00005548,24,189,80,1100000,69
00005708,25,188,78,1200000,69
00017112,17,183,73,170000,56
00008309,29,183,74,650000,67
00013636,27,181,71,300000,62
00001075,30,180,72,8000000,77
00014687,28,172,71,220000,61
00003365,27,176,70,3100000,72
00005249,35,178,80,825000,70
00006797,27,196,83,750000,68
00003075,22,183,75,4900000,72
00008116,30,184,76,625000,67
00009227,34,178,68,230000,66
00005737,26,186,77,1100000,69
00011738,27,187,86,475000,64
00011616,30,177,80,425000,64
00004482,30,176,70,1900000,71
00005731,26,169,65,1300000,69
00011602,29,176,73,450000,64
00003983,25,185,77,2700000,71
00002593,23,180,67,5500000,73
00004362,29,183,78,2000000,71
00012015,22,173,68,650000,63
00008513,21,185,76,1000000,66
00003425,39,183,83,900000,72
00003446,31,178,70,2700000,72
00006400,21,175,65,1500000,68
00000124,33,192,80,17000000,84
00012632,27,180,75,425000,63
00008867,27,191,81,575000,66
00012978,19,188,85,625000,62
00009823,21,194,87,725000,65
00012353,24,178,67,500000,63
00006036,31,187,78,775000,69
00002343,31,185,75,4300000,74
00011265,25,182,77,550000,64
00009300,28,185,71,550000,66
00005768,25,180,76,1300000,69
00009108,27,175,70,650000,66
00013129,21,190,72,475000,62
00003525,31,190,91,2300000,72
00011215,22,183,76,550000,64
00006520,22,172,67,1300000,68
00001994,29,185,79,5500000,75
00007595,24,167,64,1000000,67
00008823,23,180,74,850000,66
00001922,28,180,79,6500000,75
00010652,30,170,70,425000,65
00004486,28,183,75,2100000,71
00003575,29,181,82,3100000,72
00002312,32,192,83,4500000,74
00006109,27,180,76,1100000,69
00005734,25,175,74,1300000,69
00012974,18,175,65,600000,62
00006208,28,176,72,1000000,69
00002989,40,183,84,400000,73
00011335,24,170,66,600000,64
00006686,24,174,70,1100000,68
00004803,26,182,72,2200000,70
00006769,25,187,79,1000000,68
00007863,26,190,75,825000,67
00005725,23,184,74,1400000,69
00015098,23,194,77,275000,60
00007868,26,178,72,800000,67
00008424,28,180,67,650000,67
00003207,22,175,75,4200000,72
00006753,25,183,80,1100000,68
00002086,23,180,75,7000000,74
00013219,23,192,86,450000,62
00002767,37,184,86,400000,73
00013027,21,178,68,625000,62
00003706,31,189,86,2300000,72
00005995,30,188,90,1000000,69
00006374,20,188,85,1600000,68
00004539,20,189,79,3200000,70
00016351,23,180,70,190000,58
00006938,34,186,80,325000,68
00009157,32,176,67,500000,66
00001334,27,183,79,7500000,76
00011455,27,185,80,475000,64
00005245,29,180,75,1500000,70
00010243,28,188,78,525000,65
00012217,22,175,65,550000,63
00005214,27,180,77,1600000,70
00010214,26,171,67,650000,65
00001125,29,186,84,9000000,77
00011675,29,186,85,375000,64
00006238,29,178,70,1000000,69
00006115,29,179,70,1000000,69
00004595,22,185,77,2700000,70
00008273,29,183,78,625000,67
00005348,20,182,77,1800000,70
00002267,36,178,71,1800000,74
00009349,28,166,60,650000,66
00002478,29,175,64,5500000,74
00000585,25,182,67,15000000,79
00005134,29,174,68,1700000,70
00009826,20,170,69,800000,65
00003023,28,183,78,3600000,73
00006271,28,178,74,1100000,69
00003501,31,176,77,2400000,72
00005964,35,183,75,275000,69
00003751,24,172,67,3500000,72
00007914,29,187,81,725000,67
00000113,25,184,76,38500000,84
00003591,28,182,73,3100000,72
00003747,20,178,70,3500000,72
00009440,30,175,64,600000,66
00005932,37,176,73,230000,69
00000877,29,184,79,8500000,78
00005069,35,179,77,575000,70
00000984,26,180,71,10500000,77
00001106,30,181,77,8500000,77
00001160,29,184,78,9000000,77
00007758,25,182,73,950000,67
00006230,35,169,68,450000,69
00002273,33,180,75,3000000,74
00001306,27,192,82,6500000,76
00000015,34,184,82,24500000,89
00006760,25,180,77,1100000,68
00005041,30,180,75,1500000,70
00014519,27,183,79,250000,61
00013801,30,188,80,200000,62
00007784,27,184,80,825000,67
00007004,33,182,77,425000,68
00009220,33,178,73,300000,66
00010820,21,180,73,975000,64
00001170,28,187,85,8000000,77
00001484,28,177,76,6500000,76
00003019,24,177,73,3800000,73
00009077,27,172,70,650000,66
00001492,32,178,71,6000000,76
00006567,22,177,73,1300000,68
00004425,28,198,84,2400000,71
00004353,31,177,72,2000000,71
00001349,35,180,74,3500000,76
00012832,30,180,73,350000,63
00008516,22,194,88,875000,66
00011267,26,190,83,525000,64
00011941,20,179,72,800000,63
00012831,28,187,77,375000,63
00018303,31,185,80,50000,53
00004283,32,183,75,1800000,71
00012734,33,195,86,170000,63
00011059,23,168,63,675000,64
00014622,37,188,88,25000,61
00005128,29,190,82,1800000,70
00000351,26,176,70,19000000,81
00005013,35,172,62,775000,70
00015909,21,185,84,220000,59
00007935,27,182,80,775000,67
00000088,31,186,81,28500000,85
00009262,29,188,84,550000,66
00000030,21,180,69,60000000,87
00002489,19,171,62,8500000,73
00010093,26,193,83,600000,65
00005852,26,180,73,1200000,69
00008354,30,179,77,700000,67
00008291,34,174,73,375000,67
00010300,27,180,72,600000,65
00008559,23,185,71,900000,66
00004832,25,180,70,2000000,70
00016143,20,188,83,240000,58
00003612,26,175,70,3300000,72
00002562,23,190,82,5500000,73
00015898,24,185,80,190000,59
00006090,29,188,85,875000,69
00010993,22,176,68,675000,64
00011171,23,178,67,600000,64
00011452,29,180,76,425000,64
00009056,27,183,80,750000,66
00002153,24,177,73,7500000,74
00004600,23,194,86,2500000,70
00008892,27,186,81,575000,66
00002177,25,180,66,7000000,74
00009359,29,188,82,650000,66
00008059,32,178,76,475000,67
00010473,30,171,67,500000,65
00010544,32,169,68,325000,65
00008143,30,188,78,725000,67
00006315,30,171,62,825000,69
00001426,29,186,84,7500000,76
00002072,22,177,70,8500000,74
00016334,22,183,74,200000,58
00006116,28,180,70,1000000,69
00006940,32,185,85,550000,68
00000940,24,180,80,12000000,77
00010042,27,185,76,500000,65
00005463,21,179,74,1700000,69
00005037,33,178,77,1100000,70
00008442,20,185,75,1400000,66
00009309,28,179,77,650000,66
00006104,28,185,80,1000000,69
00008006,32,180,77,500000,67
00001873,30,175,67,6000000,75
00008525,22,173,67,1100000,66
00013525,24,173,62,400000,62
00016267,21,189,75,210000,58
00000013,28,199,96,56000000,89
00017126,19,177,75,190000,56
00011541,35,185,79,140000,64
00012384,26,193,84,350000,63
00008752,23,182,73,800000,66
00005985,33,186,81,500000,69
00013686,33,188,72,180000,62
00015084,23,178,72,325000,60
00002626,24,189,88,3900000,73
00009613,21,177,74,975000,65
00011458,28,191,88,450000,64
00008144,28,191,86,800000,67
00008231,28,180,75,675000,67
00008814,24,187,72,750000,66
00017146,19,163,60,190000,56
00014655,31,174,65,180000,61
00013944,20,183,76,525000,61
00009283,28,188,76,575000,66
00000950,25,177,67,10000000,77
00003245,24,170,65,4100000,72
00001393,33,181,71,3500000,76
00013175,22,190,90,375000,62
00014472,28,193,85,250000,61
00003203,24,173,68,3800000,72
00012412,24,195,87,375000,63
00002362,35,177,81,2600000,74
00012447,22,177,76,425000,63
00008716,24,180,84,825000,66
00011516,27,175,70,450000,64
00012070,20,188,80,575000,63
00005535,22,182,74,1400000,69
00009738,21,178,74,750000,65
00012101,21,173,69,600000,63
00005770,25,192,86,1300000,69
00000391,22,184,82,17500000,80
00010177,26,188,84,575000,65
00002741,27,180,73,4100000,73
00010172,28,206,102,475000,65
00012506,26,186,76,475000,63
00000965,27,192,90,8000000,77
00006660,23,190,82,1100000,68
00014482,25,187,83,275000,61
00013447,25,184,78,375000,62
00014636,29,178,78,210000,61
00005153,28,178,66,1800000,70
00000854,32,169,69,8000000,78
00007883,27,182,77,800000,67
00013440,22,195,88,375000,62
00005627,23,178,75,1300000,69
00009915,24,180,75,650000,65
00011638,31,178,73,400000,64
00006328,32,182,79,675000,69
00009174,34,189,92,250000,66
00016648,19,183,75,220000,57
00014550,33,173,75,120000,61
00001857,30,188,82,5500000,75
00007838,27,174,68,800000,67
00003317,27,188,70,2600000,72
00012827,31,187,85,275000,63
00001274,26,183,77,8500000,76
00005143,31,184,77,1600000,70
00010485,30,179,74,500000,65
00005714,25,170,64,1200000,69
00008038,33,195,88,400000,67
00010136,26,180,75,675000,65
00009338,33,193,93,300000,66
00010526,29,177,76,525000,65
00010191,27,189,82,575000,65
00006494,21,182,71,1200000,68
00002215,28,185,75,5500000,74
00011104,23,186,86,475000,64
00000719,22,183,77,13000000,78
00007873,25,171,64,925000,67
00014833,19,182,75,450000,60
00000025,30,183,76,55000000,88
00001807,32,188,74,4000000,75
00001499,19,173,67,14500000,75
00004648,22,174,70,2500000,70
00006734,26,188,76,1000000,68
00008429,19,167,58,1300000,66
00003375,26,180,75,3700000,72
00004891,29,185,75,1700000,70
00001338,26,174,72,8000000,76
00002933,29,190,87,3400000,73
00008163,29,184,77,650000,67
00013789,29,177,79,250000,62
00003738,26,166,60,3300000,72
00008937,26,178,70,775000,66
00008134,33,182,77,350000,67
00008512,20,178,76,1000000,66
00001829,33,183,79,3900000,75
00014509,26,180,80,300000,61
00007740,25,164,62,1000000,67
00013829,31,167,64,275000,62
00009890,23,187,78,675000,65
00011752,29,175,77,450000,64
00002908,34,183,93,1800000,73
00000350,28,190,82,15000000,81
00010582,36,190,83,90000,65
00006700,27,193,93,825000,68
00001674,27,196,77,7000000,75
00011213,23,183,73,550000,64
00009723,23,184,80,750000,65
00003971,23,175,66,3200000,71
00009461,29,195,88,550000,66
00000059,30,186,75,42000000,86
00010072,25,188,80,625000,65
00003329,25,174,70,3800000,72
00003780,27,161,57,3300000,72
00016208,19,177,68,250000,58
00008204,29,188,72,650000,67
00012833,30,173,66,350000,63
00008830,23,178,76,875000,66
00011571,34,171,72,230000,64
00009237,28,170,64,650000,66
00004951,28,185,74,1800000,70
00010644,28,175,73,475000,65
00010674,30,190,92,375000,65
00015812,22,185,78,220000,59
00013921,19,179,72,500000,61
00002605,23,178,72,4700000,73
00004715,25,185,87,2100000,70
00004093,27,188,88,2500000,71
00011646,28,188,79,400000,64
00000118,27,185,77,35000000,84
00010189,26,179,73,575000,65
00008537,22,185,70,925000,66
00009892,23,184,70,675000,65
00008050,31,194,82,675000,67
00017454,27,193,86,90000,56
00009274,31,185,83,475000,66
00007890,28,199,99,775000,67
00010466,29,184,80,475000,65
00005813,27,184,70,1100000,69
00010137,26,187,80,600000,65
00009049,27,174,68,650000,66
00003165,24,180,72,4300000,72
00005161,27,177,69,1900000,70
00007349,21,180,74,1300000,67
00001411,30,180,80,7500000,76
00015618,19,194,85,300000,59
00005135,32,187,80,1100000,70
00003462,34,185,80,1200000,72
00010418,31,188,78,400000,65
00008948,26,186,77,725000,66
00001882,32,177,76,5000000,75
00006994,30,193,82,725000,68
00004444,28,186,77,2100000,71
00009750,21,201,88,650000,65
00012646,28,186,79,350000,63
00005017,31,180,81,1300000,70
00013143,20,178,75,475000,62
00006721,23,170,63,1200000,68
00000857,28,172,69,10500000,78
00017294,19,191,71,120000,56
00009105,26,182,73,750000,66
00007872,25,167,61,925000,67
00013408,22,175,69,400000,62
00006690,26,184,79,1000000,68
00009506,30,180,75,525000,66
00003778,31,182,80,2300000,72
00003629,28,186,84,2700000,72
00009224,30,188,82,525000,66
00018475,21,181,76,70000,52
00000286,25,192,86,21500000,81
00000656,30,181,80,10500000,79
00000145,25,193,78,25500000,83
00008733,23,184,75,925000,66
00001457,30,188,87,6500000,76
00011822,36,179,75,80000,64
00012135,20,165,66,600000,63
00017822,19,185,80,140000,54
00010403,32,173,65,325000,65
00011179,24,183,71,550000,64
00007780,24,170,71,850000,67
00007261,27,182,74,950000,68
00011867,29,183,73,425000,64
00003077,21,188,84,4900000,72
00002864,28,178,69,4100000,73
00017792,29,196,86,80000,55
00018384,20,183,77,110000,52
00000264,31,188,85,14000000,82
00011854,29,175,65,450000,64
00008300,30,180,73,725000,67
00001787,34,183,80,2500000,75
00006551,22,179,69,1300000,68
00008727,23,186,78,825000,66
00000074,24,180,76,49500000,85
00016957,23,178,74,150000,57
00016843,20,172,66,160000,57
00003592,29,172,72,2700000,72
00014281,22,185,80,325000,61
